From	Entry	Reviewed	Entry Name	Protein names	Organism	Length	Gene Names (primary)
Q2LKU9	Q2LKU9	reviewed	NLR1A_MOUSE	NACHT, LRR and PYD domains-containing protein 1a (EC 3.4.-.-) (Caspase recruitment domain-containing protein 7) (Death effector filament-forming ced-4-like apoptosis protein) (Nucleotide-binding domain and caspase recruitment domain) [Cleaved into: NACHT, LRR and PYD domains-containing protein 1a, C-terminus (Nlrp1a-CT); NACHT, LRR and PYD domains-containing protein 1a, N-terminus (Nlrp1a-NT)]	Mus musculus (Mouse)	1182	Nlrp1a
Q3TB82	Q3TB82	reviewed	PKHF1_MOUSE	Pleckstrin homology domain-containing family F member 1 (PH domain-containing family F member 1) (Lysosome-associated apoptosis-inducing protein containing PH and FYVE domains)	Mus musculus (Mouse)	279	Plekhf1
Q3TDD9	Q3TDD9	reviewed	PPR21_MOUSE	Protein phosphatase 1 regulatory subunit 21 (Coiled-coil domain-containing protein 128) (Ferry endosomal RAB5 effector complex subunit 2) (Fy-2) (KLRAQ motif-containing protein 1)	Mus musculus (Mouse)	780	Ppp1r21
Q3TDQ1	Q3TDQ1	reviewed	STT3B_MOUSE	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B (Oligosaccharyl transferase subunit STT3B) (STT3-B) (EC 2.4.99.18) (B6dom1 antigen) (Source of immunodominant MHC-associated peptides)	Mus musculus (Mouse)	823	Stt3b
Q3TEA8	Q3TEA8	reviewed	HP1B3_MOUSE	Heterochromatin protein 1-binding protein 3	Mus musculus (Mouse)	554	Hp1bp3
Q3THK3	Q3THK3	reviewed	T2FA_MOUSE	General transcription factor IIF subunit 1 (Transcription initiation factor IIF subunit alpha) (TFIIF-alpha)	Mus musculus (Mouse)	508	Gtf2f1
Q3TKT4	Q3TKT4	reviewed	SMCA4_MOUSE	Transcription activator BRG1 (EC 3.6.4.-) (ATP-dependent helicase SMARCA4) (BRG1-associated factor 190A) (BAF190A) (Protein brahma homolog 1) (SNF2-beta) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4)	Mus musculus (Mouse)	1613	Smarca4
Q3TLH4	Q3TLH4	reviewed	PRC2C_MOUSE	Protein PRRC2C (BAT2 domain-containing protein 1) (HLA-B-associated transcript 2-like 2) (Proline-rich and coiled-coil-containing protein 2C)	Mus musculus (Mouse)	2846	Prrc2c
Q3TPX4	Q3TPX4	reviewed	EXOC5_MOUSE	Exocyst complex component 5 (Exocyst complex component Sec10)	Mus musculus (Mouse)	708	Exoc5
Q3U2I3	Q3U2I3	reviewed	FHI1B_MOUSE	FHF complex subunit HOOK-interacting protein 1B (FTS- and Hook-interacting protein) (FHIP)	Mus musculus (Mouse)	975	Fhip1b
Q3UDK1	Q3UDK1	reviewed	TRAD1_MOUSE	TRAF-type zinc finger domain-containing protein 1 (Protein FLN29)	Mus musculus (Mouse)	580	Trafd1
Q3UE17	Q3UE17	reviewed	MEX3D_MOUSE	RNA-binding protein MEX3D (RING finger and KH domain-containing protein 1)	Mus musculus (Mouse)	643	Mex3d
Q3UEB3	Q3UEB3	reviewed	PUF60_MOUSE	Poly(U)-binding-splicing factor PUF60 (60 kDa poly(U)-binding-splicing factor)	Mus musculus (Mouse)	564	Puf60
Q3UFS0	Q3UFS0	reviewed	ZY11B_MOUSE	Protein zyg-11 homolog B	Mus musculus (Mouse)	744	Zyg11b
Q3UGY8	Q3UGY8	reviewed	BIG3_MOUSE	Brefeldin A-inhibited guanine nucleotide-exchange protein 3 (ARFGEF family member 3)	Mus musculus (Mouse)	2170	Arfgef3
Q3UHD6	Q3UHD6	reviewed	SNX27_MOUSE	Sorting nexin-27	Mus musculus (Mouse)	539	Snx27
Q3UHH1	Q3UHH1	reviewed	ZSWM8_MOUSE	Zinc finger SWIM domain-containing protein 8	Mus musculus (Mouse)	1832	Zswim8
Q3UHL1	Q3UHL1	reviewed	CAMKV_MOUSE	CaM kinase-like vesicle-associated protein	Mus musculus (Mouse)	512	Camkv
Q3UJB9	Q3UJB9	reviewed	EDC4_MOUSE	Enhancer of mRNA-decapping protein 4	Mus musculus (Mouse)	1406	Edc4
Q3UM29	Q3UM29	reviewed	COG7_MOUSE	Conserved oligomeric Golgi complex subunit 7 (COG complex subunit 7) (Component of oligomeric Golgi complex 7)	Mus musculus (Mouse)	770	Cog7
Q3UMU9	Q3UMU9	reviewed	HDGR2_MOUSE	Hepatoma-derived growth factor-related protein 2 (HRP-2)	Mus musculus (Mouse)	669	Hdgfl2
Q3URQ0	Q3URQ0	reviewed	TEX10_MOUSE	Testis-expressed protein 10	Mus musculus (Mouse)	928	Tex10
Q3UYV9	Q3UYV9	reviewed	NCBP1_MOUSE	Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit)	Mus musculus (Mouse)	790	Ncbp1
Q52KI8	Q52KI8	reviewed	SRRM1_MOUSE	Serine/arginine repetitive matrix protein 1 (Plenty-of-prolines 101)	Mus musculus (Mouse)	946	Srrm1
Q569Z5	Q569Z5	reviewed	DDX46_MOUSE	Probable ATP-dependent RNA helicase DDX46 (EC 3.6.4.13) (DEAD box protein 46)	Mus musculus (Mouse)	1032	Ddx46
Q5BLK4	Q5BLK4	reviewed	TUT7_MOUSE	Terminal uridylyltransferase 7 (TUTase 7) (EC 2.7.7.52) (Zinc finger CCHC domain-containing protein 6)	Mus musculus (Mouse)	1491	Tut7
Q5DTT2	Q5DTT2	reviewed	PSD1_MOUSE	PH and SEC7 domain-containing protein 1 (Exchange factor for ADP-ribosylation factor guanine nucleotide factor 6) (Exchange factor for ARF6) (Exchange factor for ARF6 A) (Pleckstrin homology and SEC7 domain-containing protein 1)	Mus musculus (Mouse)	1024	Psd
Q5DU02	Q5DU02	reviewed	UBP22_MOUSE	Ubiquitin carboxyl-terminal hydrolase 22 (EC 3.4.19.12) (Deubiquitinating enzyme 22) (Ubiquitin thioesterase 22) (Ubiquitin-specific-processing protease 22)	Mus musculus (Mouse)	525	Usp22
Q5DU14	Q5DU14	reviewed	MYO16_MOUSE	Unconventional myosin-XVI (Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 3) (Unconventional myosin-16)	Mus musculus (Mouse)	1919	Myo16
Q5SF07	Q5SF07	reviewed	IF2B2_MOUSE	Insulin-like growth factor 2 mRNA-binding protein 2 (IGF2 mRNA-binding protein 2) (IMP-2) (IGF-II mRNA-binding protein 2) (VICKZ family member 2)	Mus musculus (Mouse)	592	Igf2bp2
Q5SNZ0	Q5SNZ0	reviewed	GRDN_MOUSE	Girdin (Akt phosphorylation enhancer) (APE) (Coiled-coil domain-containing protein 88A) (G alpha-interacting vesicle-associated protein) (GIV) (Girders of actin filament) (Hook-related protein 1) (HkRP1)	Mus musculus (Mouse)	1873	Ccdc88a
Q5SQX6	Q5SQX6	reviewed	CYFP2_MOUSE	Cytoplasmic FMR1-interacting protein 2 (p53-inducible protein 121)	Mus musculus (Mouse)	1253	Cyfip2
Q5SSL4	Q5SSL4	reviewed	ABR_MOUSE	Active breakpoint cluster region-related protein	Mus musculus (Mouse)	859	Abr
Q5SWP3	Q5SWP3	reviewed	NACAD_MOUSE	NAC-alpha domain-containing protein 1	Mus musculus (Mouse)	1504	Nacad
Q5U4C1	Q5U4C1	reviewed	GASP1_MOUSE	G-protein coupled receptor-associated sorting protein 1 (GASP-1)	Mus musculus (Mouse)	1347	Gprasp1
Q5XJV6	Q5XJV6	reviewed	LMTK3_MOUSE	Serine/threonine-protein kinase LMTK3 (EC 2.7.11.1) (Apoptosis-associated tyrosine kinase 3) (Lemur tyrosine kinase 3)	Mus musculus (Mouse)	1424	Lmtk3
Q60575	Q60575	reviewed	KIF1B_MOUSE	Kinesin-like protein KIF1B (EC 5.6.1.3)	Mus musculus (Mouse)	1816	Kif1b
Q60605	Q60605	reviewed	MYL6_MOUSE	Myosin light polypeptide 6 (17 kDa myosin light chain) (LC17) (Myosin light chain 3) (MLC-3) (Myosin light chain alkali 3) (Myosin light chain A3) (Smooth muscle and nonmuscle myosin light chain alkali 6)	Mus musculus (Mouse)	151	Myl6
Q60668	Q60668	reviewed	HNRPD_MOUSE	Heterogeneous nuclear ribonucleoprotein D0 (hnRNP D0) (AU-rich element RNA-binding protein 1)	Mus musculus (Mouse)	355	Hnrnpd
Q60737	Q60737	reviewed	CSK21_MOUSE	Casein kinase II subunit alpha (CK II alpha) (EC 2.7.11.1)	Mus musculus (Mouse)	391	Csnk2a1
Q60749	Q60749	reviewed	KHDR1_MOUSE	KH domain-containing, RNA-binding, signal transduction-associated protein 1 (GAP-associated tyrosine phosphoprotein p62) (Src-associated in mitosis 68 kDa protein) (Sam68) (p21 Ras GTPase-activating protein-associated p62) (p68)	Mus musculus (Mouse)	443	Khdrbs1
Q60809	Q60809	reviewed	CNOT7_MOUSE	CCR4-NOT transcription complex subunit 7 (EC 3.1.13.4) (CCR4-associated factor 1) (CAF-1)	Mus musculus (Mouse)	285	Cnot7
Q60865	Q60865	reviewed	CAPR1_MOUSE	Caprin-1 (Cytoplasmic activation- and proliferation-associated protein 1) (GPI-anchored membrane protein 1) (GPI-anchored protein p137) (GPI-p137) (p137GPI) (Membrane component chromosome 11 surface marker 1) (RNA granule protein 105)	Mus musculus (Mouse)	707	Caprin1
Q60875	Q60875	reviewed	ARHG2_MOUSE	Rho guanine nucleotide exchange factor 2 (Guanine nucleotide exchange factor H1) (GEF-H1) (LBC'S first cousin) (Lymphoid blast crisis-like 1) (Oncogene LFC) (Rhobin)	Mus musculus (Mouse)	985	Arhgef2
Q60899	Q60899	reviewed	ELAV2_MOUSE	ELAV-like protein 2 (ELAV-like neuronal protein 1) (Hu-antigen B) (HuB) (Nervous system-specific RNA-binding protein Mel-N1)	Mus musculus (Mouse)	360	Elavl2
Q60900	Q60900	reviewed	ELAV3_MOUSE	ELAV-like protein 3 (Hu-antigen C) (HuC)	Mus musculus (Mouse)	367	Elavl3
Q60934	Q60934	reviewed	GRIK1_MOUSE	Glutamate receptor ionotropic, kainate 1 (GluK1) (Glutamate receptor 5) (GluR-5) (GluR5)	Mus musculus (Mouse)	836	Grik1
Q60987	Q60987	reviewed	FOXG1_MOUSE	Forkhead box protein G1 (FoxG1) (Brain factor 1) (BF-1) (BF1) (Forkhead-related protein FKHL1)	Mus musculus (Mouse)	481	Foxg1
Q60996	Q60996	reviewed	2A5G_MOUSE	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform (PP2A B subunit isoform B'-alpha-3) (PP2A B subunit isoform B'-gamma) (PP2A B subunit isoform B56-gamma) (PP2A B subunit isoform PR61-gamma) (PP2A B subunit isoform R5-gamma)	Mus musculus (Mouse)	524	Ppp2r5c
Q61024	Q61024	reviewed	ASNS_MOUSE	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4) (Glutamine-dependent asparagine synthetase)	Mus musculus (Mouse)	561	Asns
Q61074	Q61074	reviewed	PPM1G_MOUSE	Protein phosphatase 1G (EC 3.1.3.16) (Fibroblast growth factor-inducible protein 13) (FIN13) (Protein phosphatase 1C) (Protein phosphatase 2C isoform gamma) (PP2C-gamma) (Protein phosphatase magnesium-dependent 1 gamma)	Mus musculus (Mouse)	542	Ppm1g
Q61140	Q61140	reviewed	BCAR1_MOUSE	Breast cancer anti-estrogen resistance protein 1 (CRK-associated substrate) (p130cas)	Mus musculus (Mouse)	874	Bcar1
Q61147	Q61147	reviewed	CERU_MOUSE	Ceruloplasmin (Cuproxidase ceruloplasmin) (EC 1.16.3.4) (Ferroxidase ceruloplasmin) (EC 1.16.3.1) (Glutathione peroxidase ceruloplasmin) (EC 1.11.1.9) (Glutathione-dependent peroxiredoxin ceruloplasmin) (EC 1.11.1.27)	Mus musculus (Mouse)	1061	Cp
Q61205	Q61205	reviewed	PA1B3_MOUSE	Platelet-activating factor acetylhydrolase IB subunit alpha1 (EC 3.1.1.47) (PAF acetylhydrolase 29 kDa subunit) (PAF-AH 29 kDa subunit) (PAF-AH subunit gamma) (PAFAH subunit gamma)	Mus musculus (Mouse)	232	Pafah1b3
Q61553	Q61553	reviewed	FSCN1_MOUSE	Fascin (Singed-like protein)	Mus musculus (Mouse)	493	Fscn1
Q61584	Q61584	reviewed	FXR1_MOUSE	RNA-binding protein FXR1 (FXR1P) (mFxr1p)	Mus musculus (Mouse)	677	Fxr1
Q61595	Q61595	reviewed	KTN1_MOUSE	Kinectin	Mus musculus (Mouse)	1327	Ktn1
Q61646	Q61646	reviewed	HPT_MOUSE	Haptoglobin [Cleaved into: Haptoglobin alpha chain; Haptoglobin beta chain]	Mus musculus (Mouse)	347	Hp
Q61656	Q61656	reviewed	DDX5_MOUSE	Probable ATP-dependent RNA helicase DDX5 (EC 3.6.4.13) (DEAD box RNA helicase DEAD1) (mDEAD1) (DEAD box protein 5) (RNA helicase p68)	Mus musculus (Mouse)	614	Ddx5
Q61687	Q61687	reviewed	ATRX_MOUSE	Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (HP1 alpha-interacting protein) (HP1-BP38 protein) (Heterochromatin protein 2) (X-linked nuclear protein)	Mus musculus (Mouse)	2476	Atrx
Q61701	Q61701	reviewed	ELAV4_MOUSE	ELAV-like protein 4 (Hu-antigen D) (HuD) (Paraneoplastic encephalomyelitis antigen HuD)	Mus musculus (Mouse)	385	Elavl4
Q61771	Q61771	reviewed	KIF3B_MOUSE	Kinesin-like protein KIF3B (Microtubule plus end-directed kinesin motor 3B) [Cleaved into: Kinesin-like protein KIF3B, N-terminally processed]	Mus musculus (Mouse)	747	Kif3b
Q61937	Q61937	reviewed	NPM_MOUSE	Nucleophosmin (NPM) (Nucleolar phosphoprotein B23) (Nucleolar protein NO38) (Numatrin)	Mus musculus (Mouse)	292	Npm1
Q61990	Q61990	reviewed	PCBP2_MOUSE	Poly(rC)-binding protein 2 (Alpha-CP2) (CTBP) (CBP) (Putative heterogeneous nuclear ribonucleoprotein X) (hnRNP X)	Mus musculus (Mouse)	362	Pcbp2
Q62018	Q62018	reviewed	CTR9_MOUSE	RNA polymerase-associated protein CTR9 homolog (SH2 domain-binding protein 1) (Tetratricopeptide repeat-containing, SH2-binding phosphoprotein of 150 kDa) (TPR-containing, SH2-binding phosphoprotein of 150 kDa) (p150TSP)	Mus musculus (Mouse)	1173	Ctr9
Q62093	Q62093	reviewed	SRSF2_MOUSE	Serine/arginine-rich splicing factor 2 (Protein PR264) (Putative myelin regulatory factor 1) (MRF-1) (Splicing component, 35 kDa) (Splicing factor SC35) (SC-35) (Splicing factor, arginine/serine-rich 2)	Mus musculus (Mouse)	221	Srsf2
Q62167	Q62167	reviewed	DDX3X_MOUSE	ATP-dependent RNA helicase DDX3X (EC 3.6.4.13) (D1Pas1-related sequence 2) (DEAD box RNA helicase DEAD3) (mDEAD3) (DEAD box protein 3, X-chromosomal) (Embryonic RNA helicase)	Mus musculus (Mouse)	662	Ddx3x
Q62188	Q62188	reviewed	DPYL3_MOUSE	Dihydropyrimidinase-related protein 3 (DRP-3) (Unc-33-like phosphoprotein 1) (ULIP-1)	Mus musculus (Mouse)	570	Dpysl3
Q62189	Q62189	reviewed	SNRPA_MOUSE	U1 small nuclear ribonucleoprotein A (U1 snRNP A) (U1-A) (U1A)	Mus musculus (Mouse)	287	Snrpa
Q62318	Q62318	reviewed	TIF1B_MOUSE	Transcription intermediary factor 1-beta (TIF1-beta) (E3 SUMO-protein ligase TRIM28) (EC 2.3.2.27) (KRAB-A-interacting protein) (KRIP-1) (RING-type E3 ubiquitin transferase TIF1-beta) (Tripartite motif-containing protein 28)	Mus musculus (Mouse)	834	Trim28
Q62448	Q62448	reviewed	IF4G2_MOUSE	Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Novel APOBEC-1 target 1) (Translation repressor NAT1) (p97)	Mus musculus (Mouse)	906	Eif4g2
Q64337	Q64337	reviewed	SQSTM_MOUSE	Sequestosome-1 (STONE14) (Ubiquitin-binding protein p62)	Mus musculus (Mouse)	442	Sqstm1
Q64362	Q64362	reviewed	AKTIP_MOUSE	AKT-interacting protein (FT1) (Fused toes protein)	Mus musculus (Mouse)	292	Aktip
Q64511	Q64511	reviewed	TOP2B_MOUSE	DNA topoisomerase 2-beta (EC 5.6.2.2) (DNA topoisomerase II, beta isozyme)	Mus musculus (Mouse)	1612	Top2b
Q68FD5	Q68FD5	reviewed	CLH1_MOUSE	Clathrin heavy chain 1	Mus musculus (Mouse)	1675	Cltc
Q68FF6	Q68FF6	reviewed	GIT1_MOUSE	ARF GTPase-activating protein GIT1 (ARF GAP GIT1) (G protein-coupled receptor kinase-interactor 1) (GRK-interacting protein 1)	Mus musculus (Mouse)	770	Git1
Q68FL6	Q68FL6	reviewed	SYMC_MOUSE	Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	Mus musculus (Mouse)	902	Mars1
Q69Z99	Q69Z99	reviewed	ZN512_MOUSE	Zinc finger protein 512	Mus musculus (Mouse)	562	Znf512
Q69ZR2	Q69ZR2	reviewed	HECD1_MOUSE	E3 ubiquitin-protein ligase HECTD1 (EC 2.3.2.26) (HECT domain-containing protein 1) (HECT-type E3 ubiquitin transferase HECTD1) (Protein open mind)	Mus musculus (Mouse)	2618	Hectd1
Q6A065	Q6A065	reviewed	CE170_MOUSE	Centrosomal protein of 170 kDa (Cep170)	Mus musculus (Mouse)	1588	Cep170
Q6A0A2	Q6A0A2	reviewed	LAR4B_MOUSE	La-related protein 4B (La ribonucleoprotein domain family member 4B) (La ribonucleoprotein domain family member 5) (La-related protein 5)	Mus musculus (Mouse)	741	Larp4b
Q6A0A9	Q6A0A9	reviewed	F120A_MOUSE	Constitutive coactivator of PPAR-gamma-like protein 1 (Oxidative stress-associated SRC activator) (Protein FAM120A)	Mus musculus (Mouse)	1112	FAM120A
Q6DFV5	Q6DFV5	reviewed	HELZ_MOUSE	Probable helicase with zinc finger domain (EC 3.6.4.-)	Mus musculus (Mouse)	1964	Helz
Q6DFW4	Q6DFW4	reviewed	NOP58_MOUSE	Nucleolar protein 58 (MSSP) (Nucleolar protein 5) (SIK-similar protein)	Mus musculus (Mouse)	536	Nop58
Q6GQT1	Q6GQT1	reviewed	A2MG_MOUSE	Alpha-2-macroglobulin-P (Alpha-2-macroglobulin)	Mus musculus (Mouse)	1474	A2m
Q6IR34	Q6IR34	reviewed	GPSM1_MOUSE	G-protein-signaling modulator 1 (Activator of G-protein signaling 3)	Mus musculus (Mouse)	673	Gpsm1
Q6NV83	Q6NV83	reviewed	SR140_MOUSE	U2 snRNP-associated SURP motif-containing protein (140 kDa Ser/Arg-rich domain protein) (U2-associated protein SR140)	Mus musculus (Mouse)	1029	U2surp
Q6NVG5	Q6NVG5	reviewed	MREG_MOUSE	Melanoregulin (Dilute suppressor protein) (Whn-dependent transcript 2)	Mus musculus (Mouse)	214	Mreg
Q6NZJ6	Q6NZJ6	reviewed	IF4G1_MOUSE	Eukaryotic translation initiation factor 4 gamma 1 (eIF-4-gamma 1) (eIF-4G 1) (eIF-4G1)	Mus musculus (Mouse)	1600	Eif4g1
Q6P4T2	Q6P4T2	reviewed	U520_MOUSE	U5 small nuclear ribonucleoprotein 200 kDa helicase (EC 3.6.4.13) (BRR2 homolog) (U5 snRNP-specific 200 kDa protein) (U5-200KD)	Mus musculus (Mouse)	2136	Snrnp200
Q6P542	Q6P542	reviewed	ABCF1_MOUSE	ATP-binding cassette sub-family F member 1	Mus musculus (Mouse)	837	Abcf1
Q6P5B0	Q6P5B0	reviewed	RRP12_MOUSE	RRP12-like protein	Mus musculus (Mouse)	1295	Rrp12
Q6P5D3	Q6P5D3	reviewed	DHX57_MOUSE	Putative ATP-dependent RNA helicase DHX57 (EC 3.6.4.13) (DEAH box protein 57)	Mus musculus (Mouse)	1388	Dhx57
Q6P5G6	Q6P5G6	reviewed	UBXN7_MOUSE	UBX domain-containing protein 7	Mus musculus (Mouse)	467	Ubxn7
Q6P5U7	Q6P5U7	reviewed	NWD2_MOUSE	NACHT and WD repeat domain-containing protein 2 (Leucine-rich repeat and WD repeat-containing protein KIAA1239)	Mus musculus (Mouse)	1742	Nwd2
Q6PCP5	Q6PCP5	reviewed	MFF_MOUSE	Mitochondrial fission factor	Mus musculus (Mouse)	291	Mff
Q6PDI5	Q6PDI5	reviewed	ECM29_MOUSE	Proteasome adapter and scaffold protein ECM29 (Proteasome-associated protein ECM29 homolog)	Mus musculus (Mouse)	1840	Ecpas
Q6PDK8	Q6PDK8	reviewed	DTX4_MOUSE	E3 ubiquitin-protein ligase DTX4 (EC 2.3.2.27) (Protein deltex-4) (Deltex4) (RING-type E3 ubiquitin transferase DTX4)	Mus musculus (Mouse)	616	Dtx4
Q6PDM2	Q6PDM2	reviewed	SRSF1_MOUSE	Serine/arginine-rich splicing factor 1 (ASF/SF2) (Pre-mRNA-splicing factor SRp30a) (Splicing factor, arginine/serine-rich 1)	Mus musculus (Mouse)	248	Srsf1
Q6PEB6	Q6PEB6	reviewed	PHOCN_MOUSE	MOB-like protein phocein (Class II mMOB1) (Mob1 homolog 3) (Mob3) (Mps one binder kinase activator-like 3) (Preimplantation protein 3)	Mus musculus (Mouse)	225	Mob4
Q6PEE2	Q6PEE2	reviewed	CTIF_MOUSE	CBP80/20-dependent translation initiation factor	Mus musculus (Mouse)	600	Ctif
Q6PFR5	Q6PFR5	reviewed	TRA2A_MOUSE	Transformer-2 protein homolog alpha (TRA-2 alpha) (TRA2-alpha) (Transformer-2 protein homolog A)	Mus musculus (Mouse)	281	Tra2a
Q6PGC1	Q6PGC1	reviewed	DHX29_MOUSE	ATP-dependent RNA helicase DHX29 (EC 3.6.4.13) (DEAH box protein 29)	Mus musculus (Mouse)	1365	Dhx29
Q6PGN3	Q6PGN3	reviewed	DCLK2_MOUSE	Serine/threonine-protein kinase DCLK2 (EC 2.7.11.1) (CaMK-like CREB regulatory kinase 2) (CL2) (CLICK-II) (CLICK2) (Doublecortin-like and CAM kinase-like 2) (Doublecortin-like kinase 2)	Mus musculus (Mouse)	756	Dclk2
Q6Y7W8	Q6Y7W8	reviewed	GGYF2_MOUSE	GRB10-interacting GYF protein 2 (PERQ amino acid-rich with GYF domain-containing protein 2) (Trinucleotide repeat-containing gene 15 protein)	Mus musculus (Mouse)	1291	Gigyf2
Q6ZPE2	Q6ZPE2	reviewed	MTMR5_MOUSE	Myotubularin-related protein 5 (Inactive phosphatidylinositol 3-phosphatase 5) (SET-binding factor 1) (Sbf1)	Mus musculus (Mouse)	1867	Sbf1
Q6ZPZ3	Q6ZPZ3	reviewed	ZC3H4_MOUSE	Zinc finger CCCH domain-containing protein 4	Mus musculus (Mouse)	1304	Zc3h4
Q6ZQ08	Q6ZQ08	reviewed	CNOT1_MOUSE	CCR4-NOT transcription complex subunit 1 (CCR4-associated factor 1)	Mus musculus (Mouse)	2375	Cnot1
Q6ZQ58	Q6ZQ58	reviewed	LARP1_MOUSE	La-related protein 1 (La ribonucleoprotein domain family member 1)	Mus musculus (Mouse)	1072	Larp1
Q6ZWN5	Q6ZWN5	reviewed	RS9_MOUSE	Small ribosomal subunit protein uS4 (40S ribosomal protein S9)	Mus musculus (Mouse)	194	Rps9
Q6ZWU9	Q6ZWU9	reviewed	RS27_MOUSE	Small ribosomal subunit protein eS27 (40S ribosomal protein S27)	Mus musculus (Mouse)	84	Rps27
Q6ZWV3	Q6ZWV3	reviewed	RL10_MOUSE	Large ribosomal subunit protein uL16 (60S ribosomal protein L10) (Protein QM homolog) (Ribosomal protein L10)	Mus musculus (Mouse)	214	Rpl10
Q6ZWV7	Q6ZWV7	reviewed	RL35_MOUSE	Large ribosomal subunit protein uL29 (60S ribosomal protein L35)	Mus musculus (Mouse)	123	Rpl35
Q6ZWY3	Q6ZWY3	reviewed	RS27L_MOUSE	Small ribosomal subunit protein eS27-like (40S ribosomal protein S27-like)	Mus musculus (Mouse)	84	Rps27l
Q70FJ1	Q70FJ1	reviewed	AKAP9_MOUSE	A-kinase anchor protein 9 (AKAP-9) (Protein kinase A-anchoring protein 9) (PRKA9)	Mus musculus (Mouse)	3797	Akap9
Q78PY7	Q78PY7	reviewed	SND1_MOUSE	Staphylococcal nuclease domain-containing protein 1 (EC 3.1.31.1) (100 kDa coactivator) (p100 co-activator)	Mus musculus (Mouse)	910	Snd1
Q791T5	Q791T5	reviewed	MTCH1_MOUSE	Mitochondrial carrier homolog 1 (Mitochondrial carrier-like protein 1)	Mus musculus (Mouse)	389	Mtch1
Q7TMK9	Q7TMK9	reviewed	HNRPQ_MOUSE	Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein) (pp68)	Mus musculus (Mouse)	623	Syncrip
Q7TMM9	Q7TMM9	reviewed	TBB2A_MOUSE	Tubulin beta-2A chain	Mus musculus (Mouse)	445	Tubb2a
Q7TN29	Q7TN29	reviewed	SMAP2_MOUSE	Stromal membrane-associated protein 2 (Stromal membrane-associated protein 1-like)	Mus musculus (Mouse)	428	Smap2
Q7TN33	Q7TN33	reviewed	CELF6_MOUSE	CUGBP Elav-like family member 6 (CELF-6) (Bruno-like protein 6) (CUG-BP- and ETR-3-like factor 6) (RNA-binding protein BRUNOL-6)	Mus musculus (Mouse)	460	Celf6
Q7TN98	Q7TN98	reviewed	CPEB4_MOUSE	Cytoplasmic polyadenylation element-binding protein 4 (CPE-BP4) (CPE-binding protein 4) (mCPEB-4)	Mus musculus (Mouse)	729	Cpeb4
Q7TN99	Q7TN99	reviewed	CPEB3_MOUSE	Cytoplasmic polyadenylation element-binding protein 3 (CPE-BP3) (CPE-binding protein 3) (mCPEB-3)	Mus musculus (Mouse)	716	Cpeb3
Q7TNC4	Q7TNC4	reviewed	LC7L2_MOUSE	Putative RNA-binding protein Luc7-like 2 (CGI-74 homolog)	Mus musculus (Mouse)	392	Luc7l2
Q7TNM2	Q7TNM2	reviewed	TRI46_MOUSE	Tripartite motif-containing protein 46 (Gene Y protein) (GeneY) (Tripartite, fibronectin type-III and C-terminal SPRY motif protein)	Mus musculus (Mouse)	759	Trim46
Q7TNV0	Q7TNV0	reviewed	DEK_MOUSE	Protein DEK	Mus musculus (Mouse)	380	Dek
Q7TPH6	Q7TPH6	reviewed	MYCB2_MOUSE	E3 ubiquitin-protein ligase MYCBP2 (EC 2.3.2.33) (Myc-binding protein 2) (Pam/highwire/rpm-1 protein) (Protein Magellan) (Protein associated with Myc)	Mus musculus (Mouse)	4749	Mycbp2
Q7TPM1	Q7TPM1	reviewed	PRC2B_MOUSE	Protein PRRC2B (HLA-B-associated transcript 2-like 1) (Proline-rich coiled-coil protein 2B)	Mus musculus (Mouse)	1486	Prrc2b
Q7TPV4	Q7TPV4	reviewed	MBB1A_MOUSE	Myb-binding protein 1A (Myb-binding protein of 160 kDa)	Mus musculus (Mouse)	1344	Mybbp1a
Q7TQH0	Q7TQH0	reviewed	ATX2L_MOUSE	Ataxin-2-like protein	Mus musculus (Mouse)	1049	Atxn2l
Q7TSC1	Q7TSC1	reviewed	PRC2A_MOUSE	Protein PRRC2A (HLA-B-associated transcript 2) (Proline-rich and coiled-coil-containing protein 2A)	Mus musculus (Mouse)	2158	Prrc2a
Q7TSD4	Q7TSD4	reviewed	TBATA_MOUSE	Protein TBATA (Protein SPATIAL) (Stromal protein associated with thymii and lymph node) (Thymus, brain and testes-associated protein)	Mus musculus (Mouse)	393	Tbata
